rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
4577,firmly,r,13854,13.95,0.01,0.00,11647,0.95,1695,1870,269,849,3402,2543,1437,1789,13.64,14.54,2.10,6.73,28.75,20.17,11.80,14.93
4578,beloved,j,13852,13.95,0.07,0.01,11314,0.97,1984,2193,1357,1044,2105,2438,1898,833,15.97,17.05,10.60,8.28,17.79,19.34,15.59,6.95
4579,openly,r,13834,13.93,0.01,0.00,10933,0.96,2521,2506,343,1626,999,1706,2012,2121,20.29,19.48,2.68,12.89,8.44,13.53,16.53,17.71
4580,gathering,n,13824,13.92,0.06,0.01,10974,0.96,1660,1614,531,1135,1778,2473,2770,1863,13.36,12.55,4.15,9.00,15.03,19.61,22.75,15.55
4581,alien,j,13821,13.92,0.13,0.02,6931,0.95,1597,2117,2865,493,3131,1564,625,1429,12.85,16.46,22.37,3.91,26.46,12.40,5.13,11.93
4582,stem,v,13809,13.91,0.06,0.03,11263,0.94,1521,1765,223,952,410,2676,2652,3610,12.24,13.72,1.74,7.55,3.47,21.22,21.78,30.14
4583,fever,n,13809,13.91,0.12,0.01,7983,0.96,837,1646,2242,938,2423,2543,1291,1889,6.74,12.80,17.51,7.44,20.48,20.17,10.60,15.77
4584,preach,v,13805,13.90,0.05,0.00,8390,0.95,2543,3363,961,1161,825,2009,1601,1342,20.47,26.15,7.50,9.20,6.97,15.93,13.15,11.20
4585,interfere,v,13797,13.89,0.01,0.00,10810,0.97,1441,2057,1645,1553,1299,2050,1298,2454,11.60,15.99,12.84,12.31,10.98,16.26,10.66,20.49
4586,arrow,n,13796,13.89,0.18,0.01,6967,0.94,1236,2172,1655,412,2752,2259,1019,2291,9.95,16.89,12.92,3.27,23.26,17.92,8.37,19.13
4587,required,j,13778,13.87,0.04,0.00,10445,0.92,1740,2603,170,372,703,1582,1809,4799,14.00,20.24,1.33,2.95,5.94,12.55,14.86,40.06
4588,capitalism,n,13777,13.87,0.14,0.01,6081,0.92,3599,2791,207,1041,220,1753,953,3213,28.96,21.70,1.62,8.25,1.86,13.90,7.83,26.82
4589,kick,n,13771,13.87,0.06,0.02,8682,0.93,2125,1395,1972,756,1957,1547,3830,189,17.10,10.85,15.40,5.99,16.54,12.27,31.46,1.58
4590,fork,n,13767,13.86,0.21,0.03,8003,0.92,896,1017,1252,664,3162,4489,1865,422,7.21,7.91,9.78,5.26,26.72,35.60,15.32,3.52
4591,survey,v,13766,13.86,0.04,0.00,10613,0.94,1022,1389,188,716,2032,2482,2044,3893,8.23,10.80,1.47,5.68,17.17,19.68,16.79,32.50
4592,meantime,n,13763,13.86,0.07,0.00,11997,0.97,1906,1590,2030,2817,1366,1642,1633,779,15.34,12.36,15.85,22.33,11.54,13.02,13.41,6.50
4593,presumably,r,13762,13.86,0.15,0.00,10841,0.95,2309,2264,259,1601,1146,1973,1167,3043,18.58,17.60,2.02,12.69,9.69,15.65,9.59,25.40
4594,position,v,13750,13.85,0.06,0.00,11137,0.96,1631,1715,424,886,1519,3040,1655,2880,13.13,13.33,3.31,7.02,12.84,24.11,13.59,24.04
4595,racist,j,13749,13.85,0.03,0.00,6742,0.92,4037,2936,654,2192,272,1285,1319,1054,32.49,22.83,5.11,17.38,2.30,10.19,10.83,8.80
4596,stay,n,13749,13.85,0.08,0.01,10487,0.98,1454,1935,1910,1214,1596,2238,1980,1422,11.70,15.05,14.91,9.62,13.49,17.75,16.26,11.87
4597,illusion,n,13749,13.85,0.06,0.01,8941,0.96,2019,2292,1212,683,2178,1901,1007,2457,16.25,17.82,9.46,5.41,18.41,15.08,8.27,20.51
4598,removal,n,13735,13.83,0.06,0.00,8042,0.92,1895,2392,331,761,373,1832,1553,4598,15.25,18.60,2.58,6.03,3.15,14.53,12.76,38.38
4599,anxious,j,13723,13.82,0.04,0.00,11038,0.97,1152,1508,1148,1678,3170,2116,1401,1550,9.27,11.73,8.96,13.30,26.79,16.78,11.51,12.94
4600,arab,n,13720,13.82,0.96,0.01,4747,0.91,2098,2249,378,1909,718,1195,1757,3416,16.88,17.49,2.95,15.13,6.07,9.48,14.43,28.52
4601,organism,n,13713,13.81,0.02,0.00,5310,0.91,1167,2698,685,534,595,3017,473,4544,9.39,20.98,5.35,4.23,5.03,23.93,3.89,37.93
4602,awake,j,13699,13.80,0.04,0.01,9804,0.92,987,1284,2837,734,5830,1095,513,419,7.94,9.98,22.15,5.82,49.27,8.68,4.21,3.50
4603,sculpture,n,13689,13.79,0.08,0.01,5964,0.92,686,858,539,572,1341,3512,3107,3074,5.52,6.67,4.21,4.53,11.33,27.85,25.52,25.66
4604,spare,v,13687,13.78,0.08,0.01,11399,0.97,1404,1624,2646,869,3003,1838,1436,867,11.30,12.63,20.66,6.89,25.38,14.58,11.80,7.24
4605,marine,n,13677,13.77,0.82,0.01,5473,0.92,1323,1692,1319,3249,1085,1784,2757,468,10.65,13.16,10.30,25.76,9.17,14.15,22.65,3.91
4606,harassment,n,13671,13.77,0.04,0.00,5704,0.90,2125,1554,800,2576,261,2025,2400,1930,17.10,12.08,6.25,20.42,2.21,16.06,19.71,16.11
4607,drum,n,13670,13.77,0.11,0.01,7777,0.97,1351,1805,1551,1188,2423,1901,1683,1768,10.87,14.03,12.11,9.42,20.48,15.08,13.82,14.76
4608,diminish,v,13670,13.77,0.01,0.00,11317,0.95,1718,1917,314,1274,1065,2162,1705,3515,13.83,14.91,2.45,10.10,9.00,17.15,14.01,29.34
4609,helmet,n,13668,13.76,0.05,0.01,6754,0.94,1172,1172,1654,855,4183,2359,1757,516,9.43,9.11,12.91,6.78,35.35,18.71,14.43,4.31
4610,level,j,13664,13.76,0.07,0.01,9762,0.94,2505,2196,611,925,910,1353,867,4297,20.16,17.07,4.77,7.33,7.69,10.73,7.12,35.87
4611,certificate,n,13657,13.75,0.09,0.00,7246,0.95,2001,3549,1144,971,947,1314,1756,1975,16.10,27.59,8.93,7.70,8.00,10.42,14.42,16.49
4612,tribal,j,13656,13.75,0.14,0.01,5043,0.89,1012,1128,1219,938,567,1373,1995,5424,8.14,8.77,9.52,7.44,4.79,10.89,16.39,45.28
4613,bad,r,13651,13.75,0.04,0.01,11831,0.98,2534,2101,1804,1436,1990,1608,1280,898,20.39,16.34,14.09,11.38,16.82,12.75,10.51,7.50
4614,mmm,u,13644,13.74,0.93,0.06,6198,0.87,250,240,11902,617,470,122,31,12,2.01,1.87,92.93,4.89,3.97,0.97,0.25,0.10
4615,sadly,r,13633,13.73,0.41,0.00,11056,0.94,3989,2908,751,995,2224,1298,930,538,32.10,22.61,5.86,7.89,18.80,10.29,7.64,4.49
4616,cart,n,13625,13.72,0.07,0.03,7173,0.93,1217,1222,1315,661,4196,2043,2341,630,9.79,9.50,10.27,5.24,35.46,16.20,19.23,5.26
4617,spy,n,13625,13.72,0.16,0.02,7335,0.97,1151,1704,2591,2235,1780,1950,1657,557,9.26,13.25,20.23,17.72,15.04,15.47,13.61,4.65
4618,sunlight,n,13624,13.72,0.08,0.00,9075,0.91,939,1478,652,344,5562,3078,794,777,7.56,11.49,5.09,2.73,47.01,24.41,6.52,6.49
4619,delete,v,13618,13.71,0.14,0.08,7373,0.92,3580,4105,902,1640,583,1347,604,857,28.81,31.92,7.04,13.00,4.93,10.68,4.96,7.15
4620,rookie,n,13617,13.71,0.05,0.00,7399,0.88,1930,1590,778,414,386,1723,6741,55,15.53,12.36,6.07,3.28,3.26,13.66,55.37,0.46
4621,clarify,v,13616,13.71,0.02,0.00,10567,0.94,2676,2285,446,1340,590,1233,968,4078,21.54,17.77,3.48,10.62,4.99,9.78,7.95,34.04
4622,hunger,n,13609,13.70,0.19,0.01,8595,0.96,1822,2510,929,1064,2349,2128,1468,1339,14.66,19.52,7.25,8.44,19.85,16.88,12.06,11.18
4623,practitioner,n,13606,13.70,0.07,0.00,6853,0.86,1419,1525,125,376,271,1611,821,7458,11.42,11.86,0.98,2.98,2.29,12.78,6.74,62.26
4624,performer,n,13603,13.70,0.05,0.01,8342,0.95,1282,1329,560,1506,574,2540,3187,2625,10.32,10.33,4.37,11.94,4.85,20.14,26.18,21.91
4625,protective,j,13603,13.70,0.09,0.00,9616,0.95,1092,1505,939,1179,1518,2608,1511,3251,8.79,11.70,7.33,9.35,12.83,20.68,12.41,27.14
4626,jar,n,13598,13.69,0.09,0.02,7182,0.94,1331,1381,1306,521,3910,3095,1466,604,10.71,10.74,10.20,4.13,33.05,24.55,12.04,5.04
4627,programming,n,13597,13.69,0.05,0.00,6915,0.94,2261,2735,435,828,472,1759,2115,2992,18.20,21.27,3.40,6.56,3.99,13.95,17.37,24.98
4628,dawn,n,13590,13.69,0.04,0.01,10322,0.94,797,1178,1698,787,4648,2460,1216,806,6.41,9.16,13.26,6.24,39.28,19.51,9.99,6.73
4629,salmon,n,13579,13.67,0.15,0.01,4731,0.91,581,787,847,744,984,4130,2731,2775,4.68,6.12,6.61,5.90,8.32,32.75,22.43,23.17
4630,census,n,13578,13.67,0.47,0.01,5540,0.91,1251,2097,143,1036,212,1395,2873,4571,10.07,16.30,1.12,8.21,1.79,11.06,23.60,38.16
4631,pick,n,13577,13.67,0.02,0.00,8836,0.92,1945,1536,1026,1288,726,2494,4436,126,15.65,11.94,8.01,10.21,6.14,19.78,36.44,1.05
4632,accomplishment,n,13575,13.67,0.02,0.01,10648,0.96,2123,2201,486,1286,756,1921,2263,2539,17.09,17.11,3.79,10.20,6.39,15.24,18.59,21.20
4633,conscience,n,13568,13.66,0.05,0.01,8670,0.97,1924,2625,1505,1395,1372,1672,1158,1917,15.48,20.41,11.75,11.06,11.60,13.26,9.51,16.00
4634,fortunately,r,13552,13.65,0.79,0.00,11877,0.96,2263,1983,987,1208,1630,2981,1240,1260,18.21,15.42,7.71,9.58,13.78,23.64,10.19,10.52
4635,minimal,j,13549,13.64,0.03,0.00,10858,0.94,1971,2040,392,638,628,2275,1363,4242,15.86,15.86,3.06,5.06,5.31,18.04,11.20,35.41
4636,molecule,n,13548,13.64,0.01,0.00,4670,0.90,1183,2853,528,344,673,4742,455,2770,9.52,22.18,4.12,2.73,5.69,37.61,3.74,23.12
4637,supportive,j,13543,13.64,0.03,0.00,10456,0.96,2066,2047,811,1811,323,1696,1547,3242,16.63,15.92,6.33,14.36,2.73,13.45,12.71,27.06
4638,sole,j,13543,13.64,0.04,0.01,10720,0.96,2064,2375,794,764,1221,2409,1610,2306,16.61,18.47,6.20,6.06,10.32,19.11,13.22,19.25
4639,threshold,n,13540,13.64,0.03,0.00,7495,0.90,1342,2056,392,703,1492,1359,974,5222,10.80,15.99,3.06,5.57,12.61,10.78,8.00,43.59
4640,inventory,n,13538,13.63,0.17,0.01,7442,0.93,1607,1335,765,715,832,2143,1578,4563,12.93,10.38,5.97,5.67,7.03,17.00,12.96,38.09
4641,comply,v,13533,13.63,0.01,0.00,8727,0.93,1673,3286,449,1624,671,1187,2061,2582,13.46,25.55,3.51,12.88,5.67,9.41,16.93,21.55
4642,monetary,j,13532,13.63,0.21,0.00,6446,0.89,2809,2491,137,837,135,1462,1416,4245,22.61,19.37,1.07,6.64,1.14,11.59,11.63,35.44
4643,transport,n,13531,13.63,0.12,0.01,7535,0.93,1517,2081,1569,591,1273,1686,1268,3546,12.21,16.18,12.25,4.69,10.76,13.37,10.42,29.60
4644,shy,j,13525,13.48,0.05,0.01,10462,0.97,1214,1524,2018,1273,2689,2029,2003,637,9.77,11.85,15.76,10.09,22.73,16.09,16.45,5.32
4645,drill,v,13524,13.62,0.09,0.02,7136,0.94,2087,1975,1027,1562,1019,2540,2399,915,16.80,15.36,8.02,12.38,8.61,20.14,19.71,7.64
4646,influential,j,13513,13.61,0.03,0.00,10624,0.93,1528,2062,243,1039,270,2568,2048,3755,12.30,16.03,1.90,8.24,2.28,20.37,16.82,31.35
4647,verbal,j,13499,13.59,0.10,0.01,7331,0.88,1121,1745,400,703,912,1057,1069,6492,9.02,13.57,3.12,5.57,7.71,8.38,8.78,54.19
4648,reward,v,13495,13.59,0.02,0.00,11026,0.97,2312,2196,744,1193,930,2381,1890,1849,18.61,17.07,5.81,9.46,7.86,18.88,15.52,15.44
4649,ranking,n,13487,13.58,0.07,0.01,7416,0.93,2576,2449,165,918,155,1911,3422,1891,20.73,19.04,1.29,7.28,1.31,15.16,28.11,15.79
4650,gram,n,13479,13.57,0.12,0.01,3930,0.87,808,772,940,532,793,4052,4798,784,6.50,6.00,7.34,4.22,6.70,32.14,39.41,6.54
4651,grasp,v,13477,13.57,0.03,0.00,10584,0.95,1901,1933,470,477,3576,2059,1006,2055,15.30,15.03,3.67,3.78,30.22,16.33,8.26,17.15
4652,puzzle,n,13476,13.57,0.07,0.01,7750,0.96,1424,1845,1501,2459,1722,1995,1166,1364,11.46,14.35,11.72,19.49,14.55,15.82,9.58,11.39
4653,envelope,n,13474,13.57,0.02,0.01,7863,0.93,942,1133,1224,1119,4826,1670,1287,1273,7.58,8.81,9.56,8.87,40.79,13.24,10.57,10.63
4654,heat,v,13463,13.56,0.14,0.00,9612,0.94,1445,1399,862,895,1572,4050,2371,869,11.63,10.88,6.73,7.10,13.29,32.12,19.48,7.25
4655,classify,v,13459,13.55,0.01,0.00,8893,0.91,1308,1982,623,817,406,1436,952,5935,10.53,15.41,4.86,6.48,3.43,11.39,7.82,49.54
4656,enact,v,13451,13.55,0.02,0.01,8851,0.93,1875,2533,148,1014,255,1457,2009,4160,15.09,19.69,1.16,8.04,2.16,11.56,16.50,34.73
4657,unfortunate,j,13445,13.54,0.04,0.00,11201,0.97,2407,2178,1355,2122,1407,1373,1494,1109,19.37,16.93,10.58,16.82,11.89,10.89,12.27,9.26
4658,scatter,v,13444,13.54,0.06,0.00,10616,0.94,785,1342,651,604,4255,2611,1621,1575,6.32,10.43,5.08,4.79,35.96,20.71,13.32,13.15
4659,cure,n,13442,13.54,0.10,0.02,8324,0.97,1713,1945,2191,1532,1181,2380,1282,1218,13.79,15.12,17.11,12.15,9.98,18.88,10.53,10.17
4660,time,v,13440,13.53,0.02,0.00,11773,0.99,2172,2087,2048,1316,1555,1661,1308,1293,17.48,16.23,15.99,10.43,13.14,13.17,10.74,10.79
4661,dear,u,13436,13.53,0.22,0.03,7717,0.92,722,738,6764,621,3112,957,400,126,5.81,5.74,52.81,4.92,26.30,7.59,3.29,1.05
4662,slice,v,13431,13.53,0.09,0.01,8403,0.89,752,666,859,482,2349,5424,2659,240,6.05,5.18,6.71,3.82,19.85,43.02,21.84,2.00
4663,readily,r,13430,13.52,0.01,0.00,10897,0.92,1639,2299,108,534,670,2517,1212,4451,13.19,17.88,0.84,4.23,5.66,19.96,9.96,37.16
4664,damn,u,13429,13.52,0.85,0.02,8150,0.89,738,544,9289,176,2289,250,120,25,5.94,4.23,72.53,1.40,19.35,1.98,0.99,0.21
4665,discount,n,13415,13.51,0.07,0.01,7933,0.94,2478,1935,781,921,523,2652,3091,1034,19.94,15.05,6.10,7.30,4.42,21.03,25.39,8.63
4666,addiction,n,13411,13.51,0.07,0.00,6789,0.94,1899,1939,745,2308,488,2084,1935,2013,15.28,15.08,5.82,18.30,4.12,16.53,15.89,16.80
4667,emerging,j,13410,13.50,0.10,0.01,9352,0.91,1594,1840,92,577,208,2365,1693,5041,12.83,14.31,0.72,4.57,1.76,18.76,13.91,42.08
4668,worthy,j,13410,13.50,0.04,0.01,10775,0.97,2535,2679,1316,810,1222,1727,1356,1765,20.40,20.83,10.28,6.42,10.33,13.70,11.14,14.73
4669,marker,n,13409,13.50,0.07,0.01,7524,0.93,1210,1892,936,592,1447,2195,1107,4030,9.74,14.71,7.31,4.69,12.23,17.41,9.09,33.64
4670,juror,n,13406,13.50,0.13,0.01,3501,0.82,400,647,553,5876,555,743,3213,1419,3.22,5.03,4.32,46.58,4.69,5.89,26.39,11.85
4671,mention,n,13404,13.50,0.05,0.01,10390,0.96,2791,2560,480,891,1371,1378,1871,2062,22.46,19.90,3.75,7.06,11.59,10.93,15.37,17.21
4672,blend,v,13390,13.48,0.07,0.00,9651,0.92,1141,1109,702,564,1267,4924,2349,1334,9.18,8.62,5.48,4.47,10.71,39.05,19.29,11.14
4673,businessman,n,13380,13.47,0.05,0.01,9939,0.95,1064,1258,1124,2241,1271,2004,3280,1138,8.56,9.78,8.78,17.77,10.74,15.89,26.94,9.50
4674,premium,n,13379,13.47,0.06,0.00,6778,0.93,2504,2287,201,1544,163,2840,2614,1226,20.15,17.78,1.57,12.24,1.38,22.52,21.47,10.23
4675,retailer,n,13374,13.47,0.06,0.00,6609,0.92,2290,1664,74,1339,61,2995,4413,538,18.43,12.94,0.58,10.62,0.52,23.75,36.25,4.49
4676,charge,i,13374,13.47,0.01,0.01,11222,0.98,1491,1592,1719,2582,1253,1558,2209,970,12.00,12.38,13.42,20.47,10.59,12.36,18.14,8.10
4677,liver,n,13374,13.47,0.06,0.00,5926,0.94,1398,1464,1867,1134,1056,2762,1405,2288,11.25,11.38,14.58,8.99,8.92,21.90,11.54,19.10
4678,pirate,n,13368,13.46,0.43,0.02,5411,0.94,1578,1792,1850,912,2249,1523,2861,603,12.70,13.93,14.44,7.23,19.01,12.08,23.50,5.03
4679,protester,n,13352,13.45,0.09,0.01,5786,0.88,1713,2204,275,3223,314,1262,3768,593,13.79,17.14,2.15,25.55,2.65,10.01,30.95,4.95
4680,outlook,n,13350,13.44,0.38,0.02,7957,0.93,1860,2398,179,752,228,2210,4022,1701,14.97,18.65,1.40,5.96,1.93,17.53,33.04,14.20
4681,elder,n,13336,13.43,0.26,0.02,6707,0.93,963,1630,938,919,1751,1818,1771,3546,7.75,12.67,7.32,7.29,14.80,14.42,14.55,29.60
4682,gallon,n,13333,13.43,0.02,0.00,7272,0.94,1867,1911,658,1800,629,2631,2803,1034,15.03,14.86,5.14,14.27,5.32,20.87,23.02,8.63
4683,additionally,r,13324,13.42,0.88,0.00,8944,0.88,2707,2533,35,178,80,1028,650,6113,21.79,19.69,0.27,1.41,0.68,8.15,5.34,51.03
4684,ignorance,n,13323,13.42,0.06,0.00,8666,0.93,3907,3647,472,501,1070,1202,877,1647,31.44,28.36,3.69,3.97,9.04,9.53,7.20,13.75
4685,chemistry,n,13323,13.42,0.15,0.01,8278,0.96,1899,2146,1208,989,865,2531,1671,2014,15.28,16.69,9.43,7.84,7.31,20.07,13.73,16.81
4686,sometime,r,13317,13.41,0.15,0.01,11505,0.98,1741,1599,3040,1662,2254,1325,1086,610,14.01,12.43,23.74,13.18,19.05,10.51,8.92,5.09
4687,weed,n,13310,13.40,0.10,0.01,7010,0.95,1244,1302,2196,662,2695,2762,1324,1127,10.01,10.12,17.15,5.25,22.78,21.90,10.88,9.41
4688,babe,n,13309,13.40,0.37,0.03,7295,0.91,571,782,7342,709,1871,994,926,114,4.60,6.08,57.33,5.62,15.81,7.88,7.61,0.95
4689,fraction,n,13308,13.40,0.02,0.00,9153,0.94,1892,2285,379,865,1036,2320,1335,3196,15.23,17.77,2.96,6.86,8.76,18.40,10.97,26.68
4690,cook,n,13308,13.40,0.07,0.01,8111,0.94,942,988,1499,677,2587,3009,3152,454,7.58,7.68,11.70,5.37,21.86,23.86,25.89,3.79
4691,conversion,n,13304,13.40,0.06,0.00,7017,0.92,2357,2457,274,390,373,1915,1441,4097,18.97,19.10,2.14,3.09,3.15,15.19,11.84,34.20
4692,object,v,13303,13.40,0.03,0.01,9880,0.97,1830,2228,827,1614,1610,1463,1675,2056,14.73,17.32,6.46,12.80,13.61,11.60,13.76,17.16
4693,tolerate,v,13298,13.39,0.01,0.00,10617,0.97,2188,1891,973,1357,1400,1994,1431,2064,17.61,14.70,7.60,10.76,11.83,15.81,11.75,17.23
4694,trail,v,13296,13.39,0.13,0.01,10253,0.93,992,1207,448,622,3889,2726,2998,414,7.98,9.38,3.50,4.93,32.87,21.62,24.63,3.46
4695,drown,v,13296,13.39,0.04,0.01,9970,0.96,1173,1510,2674,1218,3848,1353,1061,459,9.44,11.74,20.88,9.66,32.52,10.73,8.72,3.83
4696,merit,n,13286,13.38,0.07,0.00,9681,0.95,2414,2355,444,1226,628,1649,1749,2821,19.43,18.31,3.47,9.72,5.31,13.08,14.37,23.55
4697,citizenship,n,13283,13.38,0.09,0.00,5626,0.89,1547,2457,189,1447,268,1007,1674,4694,12.45,19.10,1.48,11.47,2.27,7.99,13.75,39.19
4698,coordinator,n,13280,13.37,0.12,0.02,8515,0.91,1449,1389,224,573,247,1968,5278,2152,11.66,10.80,1.75,4.54,2.09,15.61,43.35,17.96
4699,validity,n,13278,13.37,0.05,0.00,6216,0.81,1054,1437,86,282,126,451,339,9503,8.48,11.17,0.67,2.24,1.06,3.58,2.78,79.33
4700,european,n,13273,13.37,0.99,0.00,7688,0.93,1592,1540,273,1788,465,2151,1731,3733,12.81,11.97,2.13,14.18,3.93,17.06,14.22,31.16
4701,lightning,n,13272,12.86,0.22,0.02,7583,0.95,1016,1468,1833,1017,3659,1783,1465,531,8.18,11.41,14.31,8.06,30.92,14.14,12.03,4.43
4702,turtle,n,13267,13.36,0.38,0.01,3963,0.84,808,968,4585,457,1911,1997,1269,1272,6.50,7.53,35.80,3.62,16.15,15.84,10.42,10.62
4703,ambition,n,13267,13.36,0.03,0.00,10256,0.97,1453,1673,876,1290,1344,2504,2049,2078,11.69,13.01,6.84,10.23,11.36,19.86,16.83,17.35
4704,worldwide,r,13263,13.36,0.09,0.00,10684,0.95,1924,2177,293,1222,185,2832,2391,2239,15.48,16.93,2.29,9.69,1.56,22.46,19.64,18.69
4705,sail,v,13257,13.35,0.07,0.01,8445,0.95,939,1368,1757,802,3352,2494,1726,819,7.56,10.64,13.72,6.36,28.33,19.78,14.18,6.84
4706,added,j,13256,13.35,0.08,0.00,11091,0.95,2175,2302,252,619,687,3040,2371,1810,17.50,17.90,1.97,4.91,5.81,24.11,19.48,15.11
4707,delicate,j,13248,13.34,0.03,0.00,10998,0.95,831,1073,1061,861,3814,2789,1734,1085,6.69,8.34,8.28,6.83,32.23,22.12,14.24,9.06
4708,comic,n,13245,13.34,0.19,0.02,4981,0.91,3629,2823,959,1066,522,1980,1426,840,29.21,21.95,7.49,8.45,4.41,15.70,11.71,7.01
4709,soap,n,13244,13.34,0.10,0.03,7876,0.92,2152,1181,1531,1136,2673,2504,1351,716,17.32,9.18,11.95,9.01,22.59,19.86,11.10,5.98
4710,hostile,j,13242,13.34,0.03,0.00,9732,0.96,1763,1743,1051,1445,1112,1898,1599,2631,14.19,13.55,8.21,11.46,9.40,15.05,13.13,21.96
4711,instruct,v,13240,13.33,0.02,0.00,10453,0.96,1263,2060,760,738,2024,1805,1434,3156,10.16,16.02,5.93,5.85,17.11,14.32,11.78,26.35
4712,shortage,n,13236,13.33,0.02,0.00,8850,0.95,1807,1552,352,1522,378,2200,2747,2678,14.54,12.07,2.75,12.07,3.19,17.45,22.56,22.36
4713,useless,j,13235,13.33,0.04,0.01,10293,0.95,2916,2505,2004,407,2816,1201,582,804,23.47,19.48,15.65,3.23,23.80,9.52,4.78,6.71
4714,booth,n,13234,13.33,0.08,0.02,7719,0.94,1698,1157,1549,858,4054,1435,2073,410,13.67,9.00,12.09,6.80,34.26,11.38,17.03,3.42
4715,diary,n,13233,13.33,0.22,0.02,6299,0.96,2000,1744,1305,1554,1618,1557,1386,2069,16.10,13.56,10.19,12.32,13.67,12.35,11.38,17.27
4716,gasp,v,13228,13.32,0.29,0.21,7396,0.89,421,636,5775,227,5014,675,383,97,3.39,4.95,45.09,1.80,42.38,5.35,3.15,0.81
4717,suspicious,j,13224,13.32,0.03,0.00,10121,0.98,1554,1576,1820,2206,2167,1369,1551,981,12.51,12.25,14.21,17.49,18.31,10.86,12.74,8.19
4718,transit,n,13220,13.31,0.21,0.01,5571,0.92,2888,2008,334,855,562,1598,3730,1245,23.24,15.61,2.61,6.78,4.75,12.67,30.64,10.39
4719,excite,v,13219,13.31,0.02,0.00,11289,0.97,2434,2032,1432,1745,1296,1771,1694,815,19.59,15.80,11.18,13.83,10.95,14.05,13.91,6.80
4720,publishing,n,13216,13.31,0.37,0.00,7515,0.92,2661,2203,294,492,558,2106,2368,2534,21.42,17.13,2.30,3.90,4.72,16.70,19.45,21.15
4721,curiosity,n,13208,13.30,0.14,0.00,9669,0.96,1821,1912,928,717,3339,1923,1065,1503,14.66,14.87,7.25,5.68,28.22,15.25,8.75,12.55
4722,grid,n,13205,13.30,0.08,0.01,6120,0.95,2671,1995,1353,623,916,2273,1320,2054,21.50,15.51,10.56,4.94,7.74,18.03,10.84,17.15
4723,rolling,j,13198,13.29,0.44,0.04,9392,0.95,1257,1385,1114,1248,1974,3441,2159,620,10.12,10.77,8.70,9.89,16.68,27.29,17.73,5.18
4724,bow,n,13189,13.28,0.03,0.01,7753,0.92,767,1169,1444,717,4274,3394,851,573,6.17,9.09,11.27,5.68,36.12,26.92,6.99,4.78
4725,cruel,j,13185,13.28,0.05,0.01,9956,0.98,1592,1966,2056,1327,2671,1345,1134,1094,12.81,15.29,16.05,10.52,22.57,10.67,9.31,9.13
4726,disclosure,n,13185,13.28,0.13,0.01,6700,0.91,1858,3144,249,1208,150,1234,2184,3158,14.95,24.45,1.94,9.58,1.27,9.79,17.94,26.36
4727,rival,n,13176,13.27,0.04,0.00,10297,0.94,1357,1567,475,1385,628,2588,3901,1275,10.92,12.18,3.71,10.98,5.31,20.52,32.04,10.64
4728,denial,n,13171,13.26,0.07,0.01,8957,0.96,2344,2554,746,1580,789,1517,1355,2286,18.86,19.86,5.82,12.53,6.67,12.03,11.13,19.08
4729,secular,j,13171,13.26,0.06,0.00,6214,0.91,2314,1927,95,794,258,1974,1485,4324,18.62,14.98,0.74,6.29,2.18,15.66,12.20,36.10
4730,flood,v,13171,13.26,0.05,0.01,10047,0.97,1817,1680,946,1489,2408,1824,2006,1001,14.62,13.06,7.39,11.80,20.35,14.47,16.48,8.36
4731,speculation,n,13167,13.26,0.05,0.00,10028,0.96,2133,2252,495,2209,933,1589,1960,1596,17.17,17.51,3.86,17.51,7.89,12.60,16.10,13.32
4732,sympathy,n,13166,13.26,0.04,0.00,9841,0.97,1819,1842,1012,1612,2347,1298,1376,1860,14.64,14.32,7.90,12.78,19.84,10.29,11.30,15.53
4733,tender,j,13158,13.25,0.05,0.00,8672,0.91,724,1290,784,494,2170,4638,2403,655,5.83,10.03,6.12,3.92,18.34,36.78,19.74,5.47
4734,inappropriate,j,13156,13.25,0.05,0.00,9789,0.95,1891,1837,1109,1892,666,1163,1758,2840,15.22,14.28,8.66,15.00,5.63,9.22,14.44,23.71
4735,o'clock,r,13146,13.24,0.02,0.01,8618,0.92,403,857,2451,1672,5218,1454,790,301,3.24,6.66,19.14,13.26,44.10,11.53,6.49,2.51
4736,sodium,n,13145,13.24,0.16,0.08,3746,0.84,533,680,311,212,180,6375,3551,1303,4.29,5.29,2.43,1.68,1.52,50.56,29.17,10.88
4737,divorce,v,13133,13.23,0.05,0.01,9487,0.98,1366,1506,1874,1865,1839,1895,1740,1048,10.99,11.71,14.63,14.79,15.54,15.03,14.29,8.75
4738,spring,v,13122,13.21,0.05,0.01,10993,0.95,1014,1580,975,684,3748,2286,1894,941,8.16,12.28,7.61,5.42,31.68,18.13,15.56,7.86
4739,bang,v,13122,13.21,0.12,0.02,9482,0.95,1114,993,3785,1039,3819,1215,962,195,8.97,7.72,29.55,8.24,32.28,9.64,7.90,1.63
4740,challenging,j,13118,13.21,0.03,0.00,10708,0.93,1991,1809,397,998,316,2279,1771,3557,16.02,14.07,3.10,7.91,2.67,18.07,14.55,29.69
4741,ipad,n,13111,13.20,0.00,0.00,3929,0.86,6099,4386,149,342,122,1180,451,382,49.09,34.10,1.16,2.71,1.03,9.36,3.70,3.19
