rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
2768,evil,n,28696,28.90,0.12,0.02,14861,0.96,6299,6501,4092,2054,2667,2517,1535,3031,50.69,50.55,31.95,16.28,22.54,19.96,12.61,25.30
2769,lane,n,28689,28.89,0.43,0.03,13887,0.95,3349,3065,3123,1923,4286,3673,7740,1530,26.95,23.83,24.38,15.25,36.22,29.13,63.58,12.77
2770,hungry,j,28647,28.85,0.07,0.01,19610,0.97,2499,2763,9208,1864,6245,3073,2165,830,20.11,21.48,71.90,14.78,52.78,24.37,17.78,6.93
2771,bean,n,28639,28.84,0.20,0.04,12006,0.92,2504,2021,2725,1304,4000,9146,5307,1632,20.15,15.71,21.28,10.34,33.81,72.53,43.59,13.62
2772,sauce,n,28639,28.84,0.10,0.02,9864,0.88,1737,1609,2465,1402,1844,10538,8815,229,13.98,12.51,19.25,11.12,15.58,83.57,72.41,1.91
2773,print,v,28636,28.84,0.19,0.01,15946,0.90,4246,4923,1618,1589,2363,4098,2792,7007,34.17,38.28,12.63,12.60,19.97,32.50,22.93,58.49
2774,dominate,v,28636,28.84,0.01,0.00,21680,0.95,3759,3592,577,2233,1263,5264,5260,6688,30.25,27.93,4.51,17.70,10.67,41.75,43.21,55.83
2775,testing,n,28626,28.83,0.06,0.01,14142,0.93,3344,3556,1113,2699,557,4257,3582,9518,26.91,27.65,8.69,21.40,4.71,33.76,29.42,79.46
2776,trick,n,28621,28.82,0.05,0.01,20672,0.98,3927,3472,6277,2237,4652,4964,2237,855,31.60,27.00,49.01,17.73,39.32,39.37,18.37,7.14
2777,fantasy,n,28620,28.82,0.11,0.01,15957,0.97,5009,4961,3078,2103,3368,4190,2854,3057,40.31,38.57,24.03,16.67,28.46,33.23,23.44,25.52
2778,absence,n,28618,28.82,0.02,0.00,19636,0.93,2822,4121,914,1186,3187,3290,2736,10362,22.71,32.04,7.14,9.40,26.93,26.09,22.47,86.50
2779,offensive,j,28611,28.81,0.05,0.00,16804,0.92,6243,4119,814,2660,609,3150,9696,1320,50.24,32.03,6.36,21.09,5.15,24.98,79.64,11.02
2780,symbol,n,28609,28.81,0.04,0.00,16113,0.95,2553,4073,2091,2538,2147,3913,3588,7706,20.55,31.67,16.33,20.12,18.15,31.03,29.47,64.33
2781,recognition,n,28585,28.79,0.05,0.00,18103,0.92,2999,3730,678,1593,1766,3487,3191,11141,24.14,29.00,5.29,12.63,14.93,27.65,26.21,93.00
2782,detect,v,28574,28.77,0.02,0.00,15751,0.93,2274,3889,1936,1533,2009,6453,2033,8447,18.30,30.24,15.12,12.15,16.98,51.18,16.70,70.51
2783,tablespoon,n,28554,28.75,0.18,0.01,4163,0.77,447,362,60,176,173,17306,10016,14,3.60,2.81,0.47,1.40,1.46,137.25,82.27,0.12
2784,construct,v,28515,28.72,0.03,0.00,18060,0.91,2732,4053,599,851,1621,3843,2227,12589,21.99,31.51,4.68,6.75,13.70,30.48,18.29,105.09
2785,hmm,u,28510,28.71,0.88,0.03,13522,0.87,1262,969,22115,2434,1297,254,120,59,10.16,7.53,172.67,19.30,10.96,2.01,0.99,0.49
2786,arrest,n,28504,28.70,0.02,0.01,15994,0.95,2344,2977,4938,5068,1443,2535,6791,2408,18.86,23.15,38.56,40.18,12.20,20.10,55.78,20.10
2787,approval,n,28499,28.70,0.03,0.00,19311,0.96,3342,4398,1126,3619,1719,3540,5886,4869,26.90,34.20,8.79,28.69,14.53,28.07,48.35,40.65
2788,aids,n,28489,28.69,0.85,0.83,9471,0.89,1360,2693,1281,6318,955,5262,5320,5300,10.95,20.94,10.00,50.09,8.07,41.73,43.70,44.24
2789,whereas,c,28472,28.67,0.23,0.01,18029,0.90,3325,4604,478,1825,1068,2760,940,13472,26.76,35.80,3.73,14.47,9.03,21.89,7.72,112.46
2790,defensive,j,28464,28.66,0.06,0.00,15430,0.92,4883,3597,882,1568,1021,3827,10941,1745,39.30,27.97,6.89,12.43,8.63,30.35,89.87,14.57
2791,independence,n,28463,28.66,0.23,0.00,15747,0.93,2915,3675,815,3138,1137,4237,4266,8280,23.46,28.57,6.36,24.88,9.61,33.60,35.04,69.12
2792,apologize,v,28462,28.66,0.03,0.01,18863,0.97,3828,3199,8094,4591,3819,1999,2411,521,30.81,24.87,63.20,36.40,32.28,15.85,19.80,4.35
2793,top,i,28439,28.64,0.02,0.01,22367,0.97,4140,3896,2910,3546,6053,4159,2757,978,33.32,30.29,22.72,28.11,51.16,32.98,22.65,8.16
2794,asian,j,28419,28.62,0.99,0.01,12923,0.93,3167,3086,969,1956,1138,4060,5562,8481,25.49,23.99,7.57,15.51,9.62,32.20,45.69,70.80
2795,rose,n,28398,28.60,0.39,0.04,15058,0.95,1959,2382,3933,2056,8164,5156,3555,1193,15.77,18.52,30.71,16.30,69.00,40.89,29.20,9.96
2796,ghost,n,28365,28.56,0.26,0.02,13037,0.95,2373,3542,7188,1098,7928,2532,2059,1645,19.10,27.54,56.12,8.70,67.00,20.08,16.91,13.73
2797,involvement,n,28357,28.56,0.03,0.00,16843,0.90,2461,3052,727,2635,573,2694,3389,12826,19.81,23.73,5.68,20.89,4.84,21.37,27.84,107.07
2798,permanent,j,28345,28.54,0.05,0.00,19930,0.96,3244,4507,1586,2770,2087,4459,4403,5289,26.11,35.04,12.38,21.96,17.64,35.36,36.17,44.15
2799,wire,n,28337,28.54,0.09,0.01,16038,0.96,2187,2588,3270,2212,6050,6817,3422,1791,17.60,20.12,25.53,17.54,51.13,54.06,28.11,14.95
2800,whisper,v,28334,28.53,0.07,0.03,15363,0.84,717,1595,3571,633,18713,1788,964,353,5.77,12.40,27.88,5.02,158.15,14.18,7.92,2.95
2801,mouse,n,28329,28.53,0.14,0.01,9772,0.90,2789,4304,2611,1141,4438,5665,1416,5965,22.45,33.46,20.39,9.05,37.51,44.93,11.63,49.80
2802,airline,n,28327,28.53,0.28,0.01,9404,0.90,2474,2299,927,6316,728,4221,10581,781,19.91,17.88,7.24,50.07,6.15,33.48,86.91,6.52
2803,founder,n,28315,28.51,0.15,0.01,19670,0.94,4081,4535,670,2717,585,6830,5961,2936,32.84,35.26,5.23,21.54,4.94,54.17,48.96,24.51
2804,objective,n,28315,28.51,0.06,0.01,15515,0.89,2861,3689,644,2494,492,2499,1527,14109,23.03,28.68,5.03,19.77,4.16,19.82,12.54,117.78
2805,nowhere,r,28292,28.49,0.13,0.01,22709,0.98,3423,3247,5644,2905,5665,3197,2732,1479,27.55,25.25,44.07,23.03,47.88,25.35,22.44,12.35
2806,alternative,j,28282,28.48,0.08,0.01,16912,0.92,3849,4451,503,1703,397,3884,3183,10312,30.98,34.61,3.93,13.50,3.36,30.80,26.15,86.08
2807,phenomenon,n,28258,28.46,0.02,0.00,17579,0.93,3320,4304,835,2059,1010,4441,2195,10094,26.72,33.46,6.52,16.32,8.54,35.22,18.03,84.26
2808,evolve,v,28257,28.46,0.02,0.00,19122,0.95,4357,4961,1214,1897,1136,5704,2841,6162,35.07,38.57,9.48,15.04,9.60,45.24,23.34,51.44
2809,not,c,28251,28.45,0.00,0.00,20373,0.94,5126,5086,1208,8572,1306,2215,1279,3459,41.25,39.54,9.43,67.96,11.04,17.57,10.51,28.88
2810,exact,j,28250,28.45,0.03,0.01,22308,0.97,5531,5239,3358,3078,2835,3206,1758,3245,44.51,40.73,26.22,24.40,23.96,25.43,14.44,27.09
2811,silver,n,28244,28.44,0.03,0.01,16591,0.94,2903,3089,2246,1269,9233,4656,3461,1387,23.36,24.02,17.54,10.06,78.03,36.93,28.43,11.58
2812,cent,n,28231,28.43,0.03,0.00,13861,0.95,4026,3595,2269,2693,1492,5051,6652,2453,32.40,27.95,17.72,21.35,12.61,40.06,54.64,20.48
2813,universal,j,28224,28.42,0.24,0.01,16105,0.94,3706,5147,733,2202,936,4393,3237,7870,29.83,40.02,5.72,17.46,7.91,34.84,26.59,65.70
2814,teenager,n,28219,28.42,0.05,0.01,18527,0.96,2886,3026,2109,5366,3332,4283,5541,1695,23.23,23.53,16.47,42.54,28.16,33.97,45.51,14.15
2815,crucial,j,28219,28.42,0.01,0.00,21838,0.94,3151,3507,742,2500,890,5334,4142,7953,25.36,27.27,5.79,19.82,7.52,42.30,34.02,66.39
2816,viewer,n,28181,28.38,0.05,0.00,14889,0.95,3394,3613,692,5233,594,5472,4947,4236,27.32,28.09,5.40,41.49,5.02,43.40,40.64,35.36
2817,schedule,v,28174,28.37,0.03,0.00,22600,0.95,3232,3673,1706,2845,1455,4027,8730,2506,26.01,28.56,13.32,22.56,12.30,31.94,71.71,20.92
2818,ridiculous,j,28150,28.35,0.04,0.01,20430,0.97,5919,4213,6804,3697,3674,1587,1808,448,47.64,32.76,53.13,29.31,31.05,12.59,14.85,3.74
2819,chocolate,n,28147,28.34,0.14,0.01,12908,0.95,2948,2293,4501,2325,4319,6358,4878,525,23.73,17.83,35.14,18.43,36.50,50.42,40.07,4.38
2820,sensitive,j,28109,28.31,0.03,0.00,20812,0.97,2798,3513,2684,3054,1932,4999,3044,6085,22.52,27.31,20.96,24.21,16.33,39.65,25.00,50.80
2821,bottom,j,28102,28.30,0.17,0.03,20870,0.96,4487,3914,1643,4120,2421,6218,3257,2042,36.11,30.43,12.83,32.66,20.46,49.31,26.75,17.05
2822,grandmother,n,28091,28.29,0.09,0.01,13938,0.94,1960,2127,3637,2925,9523,3171,3251,1497,15.77,16.54,28.40,23.19,80.48,25.15,26.70,12.50
2823,missile,n,28086,28.28,0.06,0.01,9321,0.91,2139,3090,2121,7550,1706,4304,4500,2676,17.21,24.03,16.56,59.86,14.42,34.13,36.96,22.34
2824,roughly,r,28083,28.28,0.07,0.00,21758,0.95,3781,3952,524,1999,1613,7020,5276,3918,30.43,30.73,4.09,15.85,13.63,55.67,43.34,32.71
2825,constitutional,j,28065,28.26,0.16,0.01,11549,0.92,4200,4729,345,4273,172,2141,3703,8502,33.80,36.77,2.69,33.88,1.45,16.98,30.42,70.97
2826,adventure,n,28045,28.24,0.20,0.01,17602,0.97,4182,4612,2715,1662,3195,5582,4045,2052,33.66,35.86,21.20,13.18,27.00,44.27,33.23,17.13
2827,genetic,j,28027,28.22,0.08,0.00,10054,0.93,2878,4029,1556,2111,1266,6993,1909,7285,23.16,31.33,12.15,16.74,10.70,55.46,15.68,60.81
2828,advance,v,28014,28.21,0.05,0.00,20296,0.96,3749,4450,958,1844,2016,4043,4579,6375,30.17,34.60,7.48,14.62,17.04,32.06,37.61,53.22
2829,related,j,28013,28.21,0.23,0.01,20791,0.91,5019,6429,245,731,254,4148,2165,9022,40.39,49.99,1.91,5.80,2.15,32.90,17.78,75.31
2830,swing,v,27981,28.18,0.06,0.01,17918,0.92,1989,2150,2828,1568,11356,4778,2640,672,16.01,16.72,22.08,12.43,95.98,37.89,21.69,5.61
2831,ultimate,j,27973,28.17,0.10,0.01,21053,0.96,4077,4303,1684,2850,1265,5251,3281,5262,32.81,33.46,13.15,22.59,10.69,41.64,26.95,43.93
2832,manufacturer,n,27966,28.16,0.08,0.01,14933,0.92,3589,3240,430,2110,399,9274,5008,3916,28.88,25.19,3.36,16.73,3.37,73.55,41.14,32.69
2833,unknown,j,27955,28.15,0.08,0.01,20557,0.97,3550,4627,2031,1960,3244,3980,3064,5499,28.57,35.98,15.86,15.54,27.42,31.56,25.17,45.91
2834,wipe,v,27952,28.15,0.05,0.01,19702,0.93,2626,2915,3691,1858,10547,3434,2170,715,21.13,22.66,28.82,14.73,89.14,27.23,17.82,5.97
2835,crop,n,27946,28.14,0.04,0.01,11784,0.93,3165,3374,1076,1523,1718,6990,3690,6410,25.47,26.23,8.40,12.07,14.52,55.44,30.31,53.51
2836,survival,n,27914,28.11,0.09,0.01,16775,0.95,3369,4153,1730,2032,1793,4793,2593,7451,27.11,32.29,13.51,16.11,15.15,38.01,21.30,62.20
2837,line,v,27910,28.11,0.05,0.01,22540,0.96,2856,2553,2323,2554,6370,5137,4982,1135,22.99,19.85,18.14,20.25,53.84,40.74,40.92,9.47
2838,dimension,n,27889,28.08,0.06,0.01,13692,0.89,2164,3422,1346,919,1360,3512,1326,13840,17.42,26.61,10.51,7.29,11.49,27.85,10.89,115.54
2839,resist,v,27867,28.06,0.03,0.00,21128,0.97,3040,3340,2286,2268,4198,4656,3082,4997,24.47,25.97,17.85,17.98,35.48,36.93,25.32,41.71
2840,request,v,27861,28.06,0.05,0.00,19495,0.97,3612,6003,3020,1926,1842,2992,4266,4200,29.07,46.67,23.58,15.27,15.57,23.73,35.04,35.06
2841,roll,n,27831,28.03,0.10,0.02,18125,0.97,2548,2861,3733,2926,4875,5152,4512,1224,20.51,22.24,29.15,23.20,41.20,40.86,37.06,10.22
2842,shape,v,27828,28.02,0.03,0.00,20503,0.95,2743,3277,946,1819,2759,5248,3394,7642,22.08,25.48,7.39,14.42,23.32,41.62,27.88,63.79
2843,darkness,n,27827,28.02,0.10,0.01,15354,0.90,2130,3618,2701,995,12911,2701,1361,1410,17.14,28.13,21.09,7.89,109.12,21.42,11.18,11.77
2844,guarantee,v,27824,28.02,0.02,0.00,21669,0.97,4510,4399,2835,3439,1320,3780,3905,3636,36.30,34.20,22.14,27.26,11.16,29.98,32.08,30.35
2845,historic,j,27799,27.99,0.15,0.01,17979,0.94,2849,3495,532,3268,663,5563,7985,3444,22.93,27.17,4.15,25.91,5.60,44.12,65.59,28.75
2846,educator,n,27782,27.98,0.11,0.00,9905,0.80,1708,1787,104,725,133,1770,2441,19114,13.75,13.89,0.81,5.75,1.12,14.04,20.05,159.56
2847,rough,j,27778,27.97,0.05,0.01,21482,0.98,2588,2644,4409,2883,5505,5116,3169,1464,20.83,20.56,34.43,22.86,46.53,40.57,26.03,12.22
2848,personnel,n,27773,27.97,0.05,0.01,16314,0.94,2474,3744,1608,2719,1256,2710,4963,8299,19.91,29.11,12.56,21.56,10.62,21.49,40.77,69.28
2849,race,v,27773,27.97,0.11,0.02,16576,0.95,2901,2427,2187,2147,6353,4915,5676,1167,23.35,18.87,17.08,17.02,53.69,38.98,46.62,9.74
2850,confront,v,27771,27.97,0.04,0.00,20988,0.96,2867,3691,1374,3867,2272,4011,3725,5964,23.07,28.70,10.73,30.66,19.20,31.81,30.60,49.79
2851,terrorist,n,27765,27.96,0.05,0.01,11926,0.92,4392,3827,2223,7916,1079,2703,3467,2158,35.35,29.76,17.36,62.76,9.12,21.44,28.48,18.01
2852,royal,j,27749,27.94,0.54,0.01,13292,0.96,1830,3140,2542,2890,3125,5770,4152,4300,14.73,24.41,19.85,22.91,26.41,45.76,34.10,35.90
2853,elite,n,27712,27.91,0.10,0.01,14505,0.93,5017,3889,762,1636,596,3989,3691,8132,40.38,30.24,5.95,12.97,5.04,31.64,30.32,67.89
2854,occupy,v,27708,27.90,0.16,0.00,18751,0.96,4031,4992,996,1806,3641,3768,3421,5053,32.44,38.81,7.78,14.32,30.77,29.88,28.10,42.18
2855,emphasis,n,27699,27.89,0.03,0.00,18306,0.90,3002,3157,222,1432,949,3061,2832,13044,24.16,24.55,1.73,11.35,8.02,24.28,23.26,108.89
2856,wet,j,27690,27.88,0.06,0.01,17722,0.93,1989,2113,3410,1490,10180,4837,1804,1867,16.01,16.43,26.63,11.81,86.04,38.36,14.82,15.59
2857,destruction,n,27666,27.86,0.04,0.01,17308,0.95,4076,5240,1764,4401,1700,3184,2922,4379,32.80,40.74,13.77,34.89,14.37,25.25,24.00,36.56
2858,raw,j,27663,27.86,0.11,0.03,17436,0.96,4667,4051,1583,1646,3448,5147,3323,3798,37.56,31.50,12.36,13.05,29.14,40.82,27.30,31.71
2859,inner,j,27642,27.84,0.07,0.01,18161,0.96,3086,4124,1632,2103,3754,5754,2566,4623,24.84,32.07,12.74,16.67,31.73,45.63,21.08,38.59
2860,proceed,v,27636,27.83,0.05,0.00,20027,0.97,2951,5217,2707,2912,2873,3034,2711,5231,23.75,40.56,21.14,23.09,24.28,24.06,22.27,43.67
2861,violate,v,27630,27.82,0.01,0.00,17809,0.96,4118,4694,1505,4029,936,2741,4983,4624,33.14,36.50,11.75,31.94,7.91,21.74,40.93,38.60
2862,chart,n,27628,27.82,0.13,0.04,15575,0.95,4224,4747,1695,1581,1684,6584,4271,2842,33.99,36.91,13.23,12.53,14.23,52.22,35.08,23.72
2863,pace,n,27613,27.81,0.08,0.01,20472,0.96,3386,3408,1127,1802,4138,5348,5462,2942,27.25,26.50,8.80,14.29,34.97,42.41,44.87,24.56
2864,finance,n,27594,27.79,0.21,0.01,16662,0.95,4468,4314,634,4070,649,4034,6318,3107,35.96,33.54,4.95,32.27,5.49,31.99,51.90,25.94
2865,champion,n,27593,27.79,0.18,0.01,15916,0.93,3241,3108,2628,2251,920,4402,9972,1071,26.08,24.17,20.52,17.85,7.78,34.91,81.91,8.94
2866,snap,v,27586,27.78,0.08,0.03,19078,0.92,1972,2119,2894,1274,11787,4170,2846,524,15.87,16.48,22.60,10.10,99.62,33.07,23.38,4.37
2867,suspect,n,27585,27.78,0.04,0.00,13987,0.94,2190,2359,5577,7095,1376,2058,5793,1137,17.63,18.34,43.54,56.25,11.63,16.32,47.58,9.49
2868,advise,v,27580,27.77,0.02,0.00,21392,0.97,3413,3856,1900,2846,2171,5452,4393,3549,27.47,29.98,14.84,22.56,18.35,43.24,36.08,29.63
2869,initially,r,27566,27.76,0.16,0.00,22215,0.95,3361,4048,438,3099,766,4138,4333,7383,27.05,31.47,3.42,24.57,6.47,32.82,35.59,61.63
2870,advanced,j,27563,27.76,0.19,0.01,17862,0.95,3726,4511,1319,1210,1216,5325,2949,7307,29.99,35.07,10.30,9.59,10.28,42.23,24.22,61.00
2871,unlikely,j,27546,27.74,0.02,0.00,22124,0.96,4206,4148,893,2516,1909,4575,4333,4966,33.85,32.25,6.97,19.95,16.13,36.28,35.59,41.46
2872,barrier,n,27530,27.72,0.06,0.00,15796,0.93,2741,3623,756,2227,1705,4145,3266,9067,22.06,28.17,5.90,17.66,14.41,32.87,26.83,75.69
2873,advocate,n,27479,27.67,0.10,0.00,18629,0.94,3827,3568,351,2882,376,4340,7187,4948,30.80,27.74,2.74,22.85,3.18,34.42,59.03,41.31
2874,label,n,27479,27.67,0.04,0.01,15287,0.96,4185,4449,1259,2284,1622,6011,4277,3392,33.68,34.59,9.83,18.11,13.71,47.67,35.13,28.32
2875,access,v,27476,27.67,0.10,0.00,15283,0.88,3935,5147,1553,977,813,3255,1865,9931,31.67,40.02,12.13,7.75,6.87,25.81,15.32,82.90
2876,horrible,j,27456,27.65,0.05,0.01,19505,0.97,5217,4170,5673,5275,3279,1665,1683,494,41.99,32.42,44.29,41.82,27.71,13.20,13.82,4.12
2877,burden,n,27443,27.64,0.04,0.01,18063,0.96,3650,4401,1338,3342,2001,3411,3325,5975,29.38,34.22,10.45,26.50,16.91,27.05,27.31,49.88
2878,violation,n,27435,27.63,0.02,0.00,15352,0.95,3570,4835,1408,3407,694,2437,5377,5707,28.73,37.59,10.99,27.01,5.87,19.33,44.17,47.64
2879,unlike,i,27434,27.63,0.44,0.00,23407,0.97,3516,3588,1087,2124,3292,5084,4008,4735,28.30,27.90,8.49,16.84,27.82,40.32,32.92,39.53
2880,idiot,n,27432,27.62,0.09,0.02,15876,0.94,6587,4865,9706,981,3504,928,599,262,53.01,37.83,75.78,7.78,29.61,7.36,4.92,2.19
2881,lifetime,n,27432,27.62,0.07,0.01,20474,0.98,3847,4002,2750,3032,2686,4481,3211,3423,30.96,31.12,21.47,24.04,22.70,35.54,26.38,28.57
2882,working,j,27367,27.56,0.09,0.00,18610,0.96,4747,4635,1362,3007,1430,3669,3144,5373,38.20,36.04,10.63,23.84,12.09,29.10,25.83,44.85
2883,fund,v,27347,27.54,0.02,0.00,18588,0.95,5139,4508,680,3109,405,4153,5017,4336,41.36,35.05,5.31,24.65,3.42,32.94,41.21,36.20
2884,ongoing,j,27334,27.53,0.04,0.00,20712,0.94,3859,3916,556,3072,640,3912,3656,7723,31.06,30.45,4.34,24.35,5.41,31.03,30.03,64.47
2885,react,v,27322,27.51,0.02,0.00,20442,0.97,3948,3658,1826,5061,3540,3535,2939,2815,31.77,28.44,14.26,40.12,29.92,28.04,24.14,23.50
2886,routine,n,27266,27.46,0.03,0.01,19237,0.97,3439,2977,2280,2160,3331,5484,3118,4477,27.68,23.15,17.80,17.12,28.15,43.49,25.61,37.37
2887,presentation,n,27265,27.46,0.04,0.00,16222,0.93,4233,4762,1184,1277,886,2985,3054,8884,34.07,37.03,9.24,10.12,7.49,23.67,25.09,74.16
2888,supply,v,27255,27.45,0.03,0.00,19788,0.96,3671,4254,1173,1927,1856,5164,3828,5382,29.54,33.08,9.16,15.28,15.69,40.95,31.44,44.93
2889,gear,n,27243,27.43,0.10,0.03,16331,0.94,2951,3044,2368,1787,4327,8145,2856,1765,23.75,23.67,18.49,14.17,36.57,64.60,23.46,14.73
2890,photograph,v,27239,27.43,0.63,0.02,13729,0.72,1155,1108,661,1083,1349,18514,1491,1878,9.30,8.61,5.16,8.59,11.40,146.83,12.25,15.68
2891,mexican,j,27233,27.42,1.00,0.01,10691,0.94,1923,2171,1621,2764,1851,3792,6305,6806,15.48,16.88,12.66,21.91,15.64,30.07,51.79,56.82
2892,stadium,n,27233,27.42,0.47,0.01,11760,0.87,3260,2657,915,1893,882,2785,14180,661,26.24,20.66,7.14,15.01,7.45,22.09,116.48,5.52
2893,translate,v,27231,27.42,0.07,0.00,19517,0.96,3629,4854,1222,1832,2959,3761,2822,6153,29.21,37.74,9.54,14.52,25.01,29.83,23.18,51.36
2894,mortgage,n,27227,27.42,0.10,0.01,9572,0.91,5168,5943,885,2975,658,3804,6848,946,41.59,46.21,6.91,23.59,5.56,30.17,56.25,7.90
2895,sheriff,n,27193,27.38,0.51,0.03,8949,0.93,1778,1743,6419,4826,4581,1368,6018,460,14.31,13.55,50.12,38.26,38.72,10.85,49.43,3.84
2896,clinic,n,27190,27.38,0.19,0.01,12498,0.96,2362,2269,2185,3221,2580,4983,5457,4134,19.01,17.64,17.06,25.54,21.80,39.52,44.82,34.51
2897,spin,v,27184,27.38,0.06,0.01,18343,0.94,2783,2869,2726,1895,8809,4590,2524,988,22.40,22.31,21.28,15.02,74.45,36.40,20.73,8.25
2898,coalition,n,27166,27.36,0.27,0.01,13657,0.92,2408,2928,277,6116,209,3893,6314,5021,19.38,22.77,2.16,48.49,1.77,30.87,51.86,41.91
2899,naturally,r,27157,27.35,0.18,0.00,21160,0.96,4382,4820,1629,1683,3179,5581,2215,3668,35.27,37.48,12.72,13.34,26.87,44.26,18.19,30.62
2900,hopefully,r,27150,27.34,0.36,0.00,21266,0.94,7675,4834,2836,5535,1328,1659,2589,694,61.77,37.59,22.14,43.88,11.22,13.16,21.27,5.79
2901,mix,n,27117,27.31,0.06,0.01,20421,0.95,3985,3880,1024,1832,1776,6848,5272,2500,32.07,30.17,8.00,14.52,15.01,54.31,43.30,20.87
2902,menu,n,27113,27.30,0.07,0.01,13769,0.94,4736,5097,1614,901,2143,5004,6716,902,38.12,39.63,12.60,7.14,18.11,39.69,55.17,7.53
2903,smooth,j,27095,27.29,0.06,0.01,19021,0.93,2048,2306,2055,1056,6591,8232,3092,1715,16.48,17.93,16.05,8.37,55.70,65.29,25.40,14.32
2904,advertising,n,27069,27.26,0.09,0.01,14112,0.94,5182,3942,863,2562,836,4735,6419,2530,41.71,30.65,6.74,20.31,7.07,37.55,52.73,21.12
2905,interpret,v,27068,27.26,0.02,0.00,17106,0.91,3149,4858,598,1837,1155,2620,1573,11278,25.34,37.77,4.67,14.56,9.76,20.78,12.92,94.15
2906,plant,v,27047,27.24,0.07,0.01,16509,0.95,2430,2455,2503,1811,4344,7064,3748,2692,19.56,19.09,19.54,14.36,36.71,56.02,30.79,22.47
2907,dismiss,v,27026,27.22,0.03,0.00,19919,0.97,4108,3694,2077,2567,2462,3491,5187,3440,33.06,28.72,16.22,20.35,20.81,27.69,42.61,28.72
2908,muslim,n,26994,27.18,0.91,0.00,7709,0.92,7708,5165,536,3416,257,2910,3185,3817,62.03,40.16,4.19,27.08,2.17,23.08,26.16,31.86
2909,apparent,j,26981,27.17,0.01,0.00,21050,0.95,3333,4016,599,1774,1959,4226,3415,7659,26.82,31.23,4.68,14.06,16.56,33.52,28.05,63.94
2910,arrangement,n,26976,27.17,0.02,0.00,18060,0.95,2019,3457,2019,1887,2908,4409,3277,7000,16.25,26.88,15.76,14.96,24.58,34.97,26.92,58.44
2911,incorporate,v,26974,27.16,0.06,0.00,18347,0.91,2930,3538,445,958,464,4319,2468,11852,23.58,27.51,3.47,7.60,3.92,34.25,20.27,98.94
2912,split,v,26970,27.16,0.04,0.01,21194,0.99,3110,3214,4527,2549,3660,4154,3692,2064,25.03,24.99,35.35,20.21,30.93,32.94,30.33,17.23
2913,brilliant,j,26970,27.16,0.10,0.01,19928,0.98,4110,4273,4414,2637,3921,4088,2372,1155,33.08,33.22,34.46,20.91,33.14,32.42,19.48,9.64
2914,storage,n,26941,27.13,0.07,0.01,13146,0.94,4407,4329,1344,844,1997,6527,2822,4671,35.47,33.66,10.49,6.69,16.88,51.76,23.18,38.99
2915,framework,n,26926,27.12,0.10,0.01,12542,0.85,2824,3229,119,987,279,1757,1033,16698,22.73,25.11,0.93,7.82,2.36,13.93,8.49,139.39
2916,honestly,r,26926,27.12,0.27,0.00,19554,0.95,7431,4958,5309,3764,2075,1505,1368,516,59.81,38.55,41.45,29.84,17.54,11.94,11.24,4.31
2917,chase,v,26901,27.09,0.15,0.02,19276,0.98,2728,2661,5633,2497,5503,3392,3612,875,21.96,20.69,43.98,19.80,46.51,26.90,29.67,7.30
2918,sigh,v,26874,27.06,0.21,0.13,12092,0.86,405,1288,9951,137,13418,960,557,158,3.26,10.01,77.70,1.09,113.40,7.61,4.58,1.32
2919,assure,v,26863,27.05,0.01,0.00,21213,0.98,3158,3527,2977,2391,4811,3176,3058,3765,25.42,27.42,23.24,18.96,40.66,25.19,25.12,31.43
2920,utility,n,26839,27.03,0.11,0.01,12410,0.93,3622,3929,377,1277,824,4794,6332,5684,29.15,30.55,2.94,10.12,6.96,38.02,52.01,47.45
2921,taste,v,26826,27.01,0.03,0.01,15279,0.95,2220,2184,4146,1839,5159,5238,5634,406,17.87,16.98,32.37,14.58,43.60,41.54,46.28,3.39
2922,aggressive,j,26819,27.01,0.03,0.00,18804,0.96,3218,3045,1326,3521,1013,4930,4856,4910,25.90,23.68,10.35,27.91,8.56,39.10,39.89,40.99
2923,cookie,n,26809,27.00,0.15,0.02,11771,0.93,2812,2919,4742,1793,3497,7368,3358,320,22.63,22.70,37.03,14.21,29.55,58.43,27.58,2.67
2924,terror,n,26792,26.98,0.11,0.01,15244,0.93,3038,3433,1607,6679,3945,2798,2817,2475,24.45,26.69,12.55,52.95,33.34,22.19,23.14,20.66
2925,free,v,26787,26.98,0.11,0.01,19912,0.98,3606,3904,3442,2474,3414,3589,3659,2699,29.02,30.35,26.87,19.61,28.85,28.46,30.06,22.53
2926,worth,n,26778,26.97,0.05,0.01,20731,0.97,4231,3729,2607,3047,2147,4830,4342,1845,34.05,28.99,20.36,24.16,18.15,38.31,35.67,15.40
2927,wealthy,j,26746,26.93,0.03,0.00,17115,0.96,5150,4963,974,3473,1992,3561,4112,2521,41.45,38.59,7.60,27.53,16.84,28.24,33.78,21.05
2928,update,v,26744,26.93,0.24,0.07,17811,0.92,7558,7985,740,1511,494,3416,2754,2286,60.83,62.09,5.78,11.98,4.18,27.09,22.62,19.08
2929,forum,n,26724,26.91,0.29,0.01,15505,0.93,7139,5940,311,1740,288,2669,3813,4824,57.46,46.18,2.43,13.79,2.43,21.17,31.32,40.27
